gt db.users.findOne    _id  ObjectId4db8ebb4c693ec0363000001     fb          name              last  Sss             first  Fss             full  Fss                 updatedTime  20110427T095101+0000         verified  true         locale  en_US         timezone  7         email  abcgmail.com         gender  male         alias  abc         id  17447214    So thats my Mongo object. Now i want to find it via MongooseUser.findOne  gender male   functionerr  docs    console.logerr  returns Null    console.logdocs  returns Null.That doesnt work Neither does thisUser.findOne  fb gendermale   function...Null  null.This is my entire thingapp.getuid functionreq res    params      User.findOne where  this.fb.gender  male    functionerr  docs        console.logdocs        res.renderuser   localsparams ,How do I perform a query in Mongoose,179736
I see there are lots of examples in Ext JS where instead of actually creating Ext JS objects  an object literal with an xtype property is passed in.What is this good for Where is the performance gain if thats the reason if the object is going to be created anyway,Ext JS what is xtype good for,63051
Does their API allow my Facebookconnected user to add a friend,Can I add friend with Facebooks API,179736
The user enters the site. At this point  the div is in the middle of the page.As he scrolls down the page  the div first begins to move upward  but once it hits the top  it stays there.As he scrolls further down the page  the div stays near the top  always visible to the user.As he scrolls up the page all the way to the top  the div once again stays back in position where it was originally.,How do I make a div follow me as I scroll down the page,179736
Is there a preferred naming convention for creating a Django app consisting of more than one word For instance  which of the following is preferredmy_django_appmydjangoapp Update Not allowed syntacticallymydjangoapp  Recommended solutionWhile all of them may be options 1 and 3 are syntactically allowed  is there a preference Looking at the way Django creates the table names by combining the app name and the model name with an underscore  Im leaning against option 1.Thoughts,Is there a naming convention for Django apps,95592
I spent a lot of time programming in Java recently  and one thing I miss from scripting languages was the ability to test them  in a console. To quickly test a java program  I have to edit a file  then turn it to bytecode and execute it. Even using an IDE  it loses its fun after the 372 th time.I would like to know if there is a product out there that features anything like an interactive console I bet you need a JIT compiler and some autocompletion with relexivity  I suppose its possible. Maybe thats something very common that I just dont know about or something completely impossible  but its worst asking ,Is there any Pythonlike interactive console for Java,9951
Is it possible to get the path to my .class file containing my main function from within main,Getting directory path to .class file containing main,89904
How can I change the background column of an html table column when the mouse is over itPreferably with css only.,html hover table column,63051
Suppose I have a model like thisclass Bookmodels.Model    num_pages  ...    author  ...    date  ...Can I create a dictionary  and then insert or update the model using itd  num_pages40  authorJack  date3324,How do I use a dictionary to update fields in Django models,179736
Whenever I do thisthepost  Content.objects.getnametestIt always throws an error when nothing is found.How do I handle it,Whats the best way to handle Djangos objects.get,179736
Im using the pymongo driver.Can someone take a look at pymongo and tell me how to do greater than Im used to doing  for everything.,How do I do greater thanless than using MongoDB,179736
Im using this config library called ViperIn my main I have thisviper.SetConfigNamedevelopmentviper.AddConfigPathconfigsettingserr  viper.ReadInConfigif err  nil     fmt.Printlnviper config read error v  errI then have a struct that takes a viper as parametertype MyConfig struct   v viper.ViperIn my main I have a function that returns this MyConfig likefunc NewMyConfigv viper.Viper MyConfig     return ampMyConfigv vI am getting this error.main.go55 use of package viper without selectorNot sure what I should be doing,Getting a use of package without selector error,39677
I have some divs that maybe be empty depending on serverside logic.ltdiv idbargtltdiv classsection styledisplayblockgtltdivgtltdiv classsection styledisplayblockgtltdivgtltdiv classsection styledisplayblockgtltdivgtltdivgtIf they dont have any html inside the divs with class section  I just want to hide them.How can I do this,Hide divs if they are empty,39677
What is the difference between a belongs_to and a has_oneReading the Ruby on Rails guide hasnt helped me.,Whats the difference between belongs_to and has_one,39677
Is it possible to parse a file line by line  and edit a line inplace while going through the lines,Is it possible to modify lines in a file inplace,39677
I want to perform a nativeraw mysql query using hibernate  I have this sessionFactory.getCurrentSession.createSQLQuery       update table1 set someCounter  someCounter + 1 where id       .setParameter1  someId     .executeUpdateIm getting the errorthrew exception Request processing failed nested exception is      org.hibernate.QueryParameterException Position beyond number of declared ordinal      parameters. Remember that ordinal parameters are 1based Position 2       with root cause      org.hibernate.QueryParameterException Position beyond number of declared ordinal      parameters. Remember that ordinal parameters are 1based Position 2Whats wrong here,Saying position beyond number of declared ordinal parameters,39677
I am testing eventlet out  and I am getting this errorgtab n 10 c 1 httplocalhost8090This is ApacheBench  Version 2.3 ltRevision 655654 gtCopyright 1996 Adam Twiss  Zeus Technology Ltd  httpwww.zeustech.netLicensed to The Apache Software Foundation  httpwww.apache.orgBenchmarking localhost be patient...apr_socket_recv Connection reset by peer 54Total of 2 requests completedThe website works at localhost8090 and returns 200 OK.I had the same issue with tomcat  again the website worked fine.What could the issue be,ab is erroring out with apr_socket_recv Connection refused 61,39677
Curious what the rails way of handling the situation when a user checks multiple checkboxes with the same name value  and it gets posted back to the controller.How would you check if multiple items were selected  then splitted on the ID values etc.,In Rails  how to handle multiple checked checkboxes  just split on the   or,39677
I have a list of product codes in a text file  on each like is the product code that looks likeabcd2343abw34324abc324323ASo it is letters followed by numbers and other characters.I want to split on the first occurrence of a number.,Product code looks like abcd2343  what to split by letters and numbers,39677
I want something where I can insert keyvalue pairs  and the order is the order that I insert the items in.I have seen some posts regarding maps  but it seems I have to write my own comparator for them.I want the first item I insert to be the first stored  and the 2nd be the 2nd item in the collection  etc.,java collection that has keyvalue pair  and is ordered according to insert order,39677
In a web application  if it doesnt have a domain name like a web service for example  can you still add a SSL certificate to a IP addressIf yes  how,can you put SSL on a IP address or only on a web servers domain name,39677
I have a string that contains html markup like links  bold text  etc.I want to strip all the tags so I just have the raw text.Whats the best way to do this regex,using python  Remove HTML tagsformatting from a string,39677
Im coming from a SQL Server background. What would the equivalent data types be for the following in MySQLNVARCHAR  provides support for international  multibyte characters for all languagesNVARCHARmax  allows for very long text documents,mysql equivalent data types,39677
Based on a variable SomeCondition  I need to intercept a click event on a button  and ask for confirmation  if they say ok  proceed  otherwise ignore click.So something likeifSomeCondition  disable click on buttonvar isOk  window.confirmAre you sureifisOk         button1.clickNote button1 has already been wired up with a click event via javascript from an external .js file that I cant change.I dont know what the click event was bound too  so I have to disable the click if SomeCondition is true  then ask for confirmation  then continue with the click.,Intercept click event on a button  ask for confirmation  then proceed,39677
I typed thisgtrails consoleand got thisUsage  rails new APP_PATH optionsOptions      skipgemfile         Dont create a Gemfile  d  databaseDATABASE    Preconfigure for selected database options mysqloraclepostgresqlsqlite3frontbaseibm_db                               Default sqlite3.....Im following along the rails tutorial and got stuck on this.I have rails 3.0 installed.,typing rails console doesnt start,39677
I am using spring mvc with freetemplate.In asp.net  you can write straight to the browser using Response.Writehello  worldCan you do this in spring mvc,Does spring mvc have response.write to output to the browser directly,39677
How can I add errors to the User model manuallyIs it just user.errors ltlt some text goes here ,How to add custom errors to the User errors collection,39677
What the title says. Specifically if I havearray1name  zooarray2name  foxHow can I determine that alphabetically array2s name should come above array1s,How to compare 2 strings alphabetically in PHP,49153
I want a gap of say 30px between all children of my div. E.g if I haveltdiv idparentgt       ltimg ... gt   ltpgt...ltpgt   ltdivgt.......ltdivgtltdivgtI want all of them to have a space of 30px between them. How can I do this with CSS,How to space the children of a div with css,49153
Whats wrong with this querySELECT co.  mod.COUNT as moduleCount  vid.COUNT as vidCount  FROM courses as co  modules as mod  videos as vid  WHERE mod.course_idco.id AND vid.course_idco.id ORDER BY co.id DESCIn other words  how can I do it so with every record returned from courses  theres an additional column called modCount which shows the number of records in the modules table for that course_id  and another called vidCount which does the same thing for the videos table.Error  Error Number 1064    You have an error in your SQL syntax  check the manual that corresponds to  your MySQL server version for the  right syntax to use near  as  moduleCount  vid.COUNT as vidCount  FROM courses as co   at line 1,Mysql COUNT on multiple tables,49153
I need to invoke some web service methods within a java web application that Im building.E.g each time a user signs up  I want to call the newUser method on a WSDL url via Java. Id need to pass on some parameters with the request.Is there any built in Java class  or any publicly available class  which can make this easy  i.e I just supply the URL and the parameters  and it performs the request and returns the responseIf not  what is the standard way of invoking web services on WSDL in Java applications,How to invoke web services on WSDL URL in Java,49153
I often find myself doing quick checks like thisif eregi.php  fileName     filename . .phpBut as eregi was deprecated in PHP 5.3 the code now throws errors.Is there another function that behaves exactly the same way as eregi I dont know anything about regexps and dont want to learn  so preg_match etc wont work for me.,Good alternative to eregi in PHP,49153
What are the main differences between PHP and Java that someone proficient in PHP but learning Java should know aboutEdit I mean differences in the syntax of the languages  i.e their data types  how they handle arrays amp reference variables  and so forth ,What are the differences between PHP and Java,49153
It used to be that within a CodeIgniter model you couldnt access another model.thisgtloadgtmodelbarthisgtbargtsomethingIs this still valid  or have they changed it,Accessing CodeIgniter Models in Other Models,49153
I have the following class which Im using as the base of all the models in my projectpublic abstract class BaseModel    static String table    static String idField  id           public static boolean existslong id throws Exception            Db db  Util.getDb        Query q  db.query        q.select idField .whereLongidField  id.limit1.gettable        return q.hasResults        snip..Im then trying to extend from it  in the following waypublic class User extends BaseModel    static String table  user    snipHowever  if I try to do the followingif  User.exists 4     do somethingThen  rather than the query SELECT id FROM user WHERE id    it is producing the query SELECT id from null WHERE id  . So  the overriding of the table field in the User class doesnt seem to be having any effect.How do I overcome this If I added a setTable method to BaseModel  and called setTable in the constructor of User  then will the new value of table be available to all methods of the User class as well,Java Overriding static variable of parent class,49153
Im trying to encryptdecrypt a string using 128 bit AES encryption ECB. What I want to know is how I can addremove the PKCS7 padding to it. It seems that the Mcrypt extension can take care of the encryptiondecryption  but the padding has to be addedremoved manually.Any ideas,How to addremove PKCS7 padding from an AES encrypted string,49153
I have a string like this 23 PMI would like to remove 23 so Im left with PM or with space truncated just PM.Any suggestionsNeeds to be in PHP,How to remove numbers from a string with RegEx,49153
Im trying to use Hibernate Validator in my project  but it isnt working. On the following lineSessionFactory sessions  config.buildSessionFactorybuilder.buildI get the following exceptionorg.hibernate.cfg.beanvalidation.IntegrationException Error activating Bean Validation integration    at org.hibernate.cfg.beanvalidation.BeanValidationIntegrator.integrateBeanValidationIntegrator.java154    at org.hibernate.internal.SessionFactoryImpl.ltinitgtSessionFactoryImpl.java311    at org.hibernate.cfg.Configuration.buildSessionFactoryConfiguration.java1857    at net.myProject.server.util.HibernateUtil.ltclinitgtHibernateUtil.java32    ... 36 moreCaused by java.lang.NoSuchMethodError javax.validation.spi.ConfigurationState.getParameterNameProviderLjavaxvalidationParameterNameProvider    at org.hibernate.validator.internal.engine.ValidatorFactoryImpl.ltinitgtValidatorFactoryImpl.java119    at org.hibernate.validator.HibernateValidator.buildValidatorFactoryHibernateValidator.java45    at org.hibernate.validator.internal.engine.ConfigurationImpl.buildValidatorFactoryConfigurationImpl.java217    at javax.validation.Validation.buildDefaultValidatorFactoryValidation.java111I found this question which seems quite similar to my problem. He describes his solution as   I had yet another bean validator jar in the class path. But not from  maven  so i didnt realize it. Removing that solved the problem.I think my problem is the same. On httphibernate.orgvalidatordocumentationgettingstarted it says   This transitively pulls in the dependency to the Bean Validation API  javax.validationvalidationapi1.1.0.FinalThat must be causing this issue  since reverting to an older version 4.3.1.Final fixes the issue. Is there a way to force Hibernate to not pull in the Bean Validation APIEdit Ive tried to exclude the javaxvalidation api    ltdependencygt      ltgroupIdgtorg.hibernateltgroupIdgt      ltartifactIdgthibernatevalidatorltartifactIdgt      ltversiongt5.0.3.Finalltversiongt      ltexclusionsgt          ltexclusiongt              ltgroupIdgtjavax.validationltgroupIdgt              ltartifactIdgtvalidationapiltartifactIdgt          ltexclusiongt      ltexclusionsgt  ltdependencygtBut it didnt seem to have any effect.,Trouble starting Hibernate Validator due to Bean Validation API,49153
I need to be able to play Audio files MP3  Wav in a normal Java project. Id prefer using the new JavaFX MediaPlayer rather than JMF. I wrote some code to test thispublic void play    URL thing  getClass.getResourcemysound.wav    Media audioFile  new Media thing.toString          try                                                   MediaPlayer player  new MediaPlayeraudioFile        player.play        catch Exception e            System.out.println e.getMessage         System.exit0            When I run this  I get the exception Toolkit not initializedI get that this has something to do with the JavaFX thread. My question is  how can I solve this Do I need to create a JavaFX Panel just to play some audio files in the background of my normal app  or is there any other wayEdit Stacktracejava.lang.IllegalStateException Toolkit not initialized    at com.sun.javafx.application.PlatformImpl.runLaterPlatformImpl.java121    at com.sun.javafx.application.PlatformImpl.runLaterPlatformImpl.java116    at javafx.application.Platform.runLaterPlatform.java52    at javafx.scene.media.MediaPlayer.initMediaPlayer.java445    at javafx.scene.media.MediaPlayer.ltinitgtMediaPlayer.java360    at javaapplication6.JavaApplication6.playJavaApplication6.java23    at javaapplication6.JavaApplication6.mainJavaApplication6.java14,Playing audio using JavaFX MediaPlayer in a normal Java application,49153
So I have an array of records retreived from a database. The array is in the formatrows0id1rows0titleAbcrows0time_left200rows1id2rows1titleXYZrows1time_left300And so on upto 1020 rowsWhats the best way of transferring this array over to my javascript code Id like the javascript to be able to loop through all of the records  and using the id attribute  update the div with that id with some information. My javascript code is in an external .js file  but im able to execute php code in the HTML code of my page. So I could do something like thisIn my_file.jsvar rowsNew ArrayIn HTML codelthtmlgtltheadgtltscript typetextjavascript srcjsmy_file.jsgtltscriptgtltscript typetextjavascriptgtlt foreach rows as rowgtlt extractrowgtrowsltidgttitlelttitlegtAnd so onlt endforeachgtltscriptgt,Best way to transfer an array between PHP and Javascript,49153
I tried using cap rollback but I get the following error   cap rollback    the task rollback does not existIs there some additional setup that I need to do to get rollbacks to work,How do you roll back to the previously deployed version with capistrano,4883
e  ham  5  1  birdlogfile.write .joineI have to join it so that I can write it into a text file.,Why cant I join this tuple in Python,179736
Lets say I saved a snipplet of a footer. How do I include that in my current template,In EJS template engine  how do I include a footer,179736
In Python.  rwwhats that mean,In regex  what does w mean,179736
I just want a function that can take 2 parametersthe URL to POST toa dictionary of parametersHow can this be done with httplib thanks.,How do I use Pythons httplib to send a POST to a URL  with a dictionary of parameters,179736
Is there a rake task that shows the pending migrations in a rails app,Show pending migrations in rails,4883
Ive recently read the Yahoo manifesto Best Practices for Speeding Up Your Web Site. They recommend to put the JavaScript inclusion at the bottom of the HTML code when we can.But where exactly and whenShould we put it before closing lthtmlgt or after  And above all  when should we still put it in the ltheadgt section,Unobtrusive JavaScript  at the top or the bottom of the HTML code,9951
I want to close a Simplemodal window from a JavaScript function that gets called automatically after a form is submitted and the results recived AJAX  using ASP.Net MVC. How do I close a jQuery SimplemodalIve opened it this waypopup.modal,How do you close a jQuery Simplemodal,6068
I defined my own custom annotationTargetvalueElementType.METHOD  ElementType.FIELDRetentionRetentionPolicy.RUNTIMEpublic interface MyCustomAnnotation      Classltgt myTypehow  if at all  can I make the attribute optional,java custom annotation make an attribute optional,63051
Is it not possible to append to an ObjectOutputStreamI am trying to append to a list of objects. Following snippet is a function that is called whenever a job is finished.FileOutputStream fos  new FileOutputStream           preferences.getAppDataLocation + history   trueObjectOutputStream out  new ObjectOutputStreamfosout.writeObject new Stuffstuff out.closeBut when I try to read it I only get the first in the file. Then I get java.io.StreamCorruptedException.To read I am usingFileInputStream fis  new FileInputStream         preferences.getAppDataLocation + historyObjectInputStream in  new ObjectInputStreamfis    try    whiletrue        history.addStuff in.readObjectcatch Exception e       System.out.println e.toString I do not know how many objects will be present so I am reading while there are no exceptions. From what Google says this is not possible. I was wondering if anyone knows a way,Appending to an ObjectOutputStream,89904
I suppose this is a strange question to the huge majority of programmers that work daily with Java. I dont. I know Javathelanguage  because I worked on Java projects  but not Javatheworld. I never made a web app from scratch in Java. If I have to do it with Python  Ruby  I know where to go Django or Rails  but if I want to make a web application in Clojure  not because Im forced to live in a Java world  but because I like the language and I want to give it a try  what libraries and frameworks should I use,How do you make a web application in Clojure,6068
I want to add pdb—the Python debugger—to my toolbox. Whats the best way to get started,Getting started with the Python debugger  pdb,95592
cj  cookielib.CookieJaropener  urllib2.build_openerurllib2.HTTPCookieProcessorcj    opener.openhttpabc.comopener.openhttpgoogle.comAs you can see  I use opener to visit different websites  using a cookie jar. Can I set a header so that each time a website is it  the header is applied,How do I add a header to urllib2 opener,179736
Lets say I have a model called User.I have an array with object Ids.I want to get all User records that intersect with the array of Ids that I have.User.find records with IDS IN 3225  623423  6645345   function....,How do I perform an id array query in Mongoose,179736
Is there a way to ensure all created subprocess are dead at exit time of a Python program By subprocess I mean those created with subprocess.Popen.If not  should I iterate over all of the issuing kills and then kills 9 anything cleaner,Ensuring subprocesses are dead on exiting Python program,6068
when I download a .tar.gz file  I open it with two commands  first gunzip and then tar.Is it possible to open it with just one command,opening a .tar.gz file with a single command,63051
How do I write nonASCII characters using echo Is there an escape sequence  such as 012 or something like thatI want to append ASCII characters to a file usingecho  gtgt file,How do I write nonASCII characters using echo,63051
In python  you can have a function return multiple values.  Heres a contrived exampledef dividex  y    quotient  xy    remainder  x  y    return quotient  remainder  q  r  divide22  7This seems very useful  but it looks like it can also be abused Well..function X already computes what we need as an intermediate value.  Lets have X return that value also.When should you draw the line and define a different method  ,Is it pythonic for a function to return multiple values,4883
Im reloading a web page that has the following codeltlabel forshowimagegtShow Imageltlabelgtltinput idshowimage nameshowimage typecheckbox value1 gtEven though the HTML stays sent to the browser is the same for each reload of the page  the checkbox always takes on the checked value when a reload was performed.  In other words  if the user checks the checkbox and reloads  the checkbox is still checked.Is there some caching going on here  Edit I tried Gordon Bells solution below and find that this is still happening even after removing the value1.  Anything else I might be missingltlabel forshowimagegtShow Imageltlabelgt ltinput idshowimage nameshowimage typecheckbox gt ,Why does the checkbox stay checked when reloading the page,4883
I have many of these controllers  app.get functionreq res    var stuff   title blah     res.rendermytemplate stuff    Notice res.render I want to add this header to every response header I makeXXSSProtection 0How can I add that response header automatically,In Node.jsExpress  how do I automatically add this header to every render response,179736
Having the hours and minutes  is there any easier or better way to set it into a Calendar object thancalendar.setcalendar.getCalendar.YEAR                         calendar.getCalendar.MONTH                         calendar.getCalendar.DAY_OF_MONTH                         hour  minute,How do you set the time and only the time in a calendar in Java,6068
I tried UPDATE closure JOIN item ON  item_id  id  SET checked  0 WHERE ancestor_id  1AndUPDATE closure  item SET checked  0 WHERE ancestor_id  1 AND item_id  idBoth works with MySQL  but those give me a syntax error in SQLite.How can I make this UPDATE  JOIN works with SQLite version 3.5.9 ,How do I make an UPDATE while joining tables on SQLite,9951
I am using maven2  how do I add a dependency to JSTL The JSP Standard Tag Library ,Include JSTL dependency with Maven,63051
I am sending UTF8  japanese text  to my server.It works in Firefox.  My access.log and headers areajaxqE6BCA2E5AD97AcceptCharset  ISO88591 utf8q0.7 q0.7ContentType    applicationxwwwformurlencoded charsetUTF8Howeer  in IE8  my access.log saysajaxqFor some reason  IE8 is turning my AJAX call into question marks.  Why I added the scriptCharset and ContentType according to some tutorials  but still no luck.And this is my code.ajax    methodget     urlajax     scriptCharset utf8      contentType applicationxwwwformurlencoded charsetUTF8     dataq+query ...     ...    ,JQuery AJAX is not sending UTF8 to my server  only in IE,179736
Lets say that I want to merge from a release branch to the master branch and there are some commits in the release branch that I dont want to include in the master branch.  Is there a way to do the merge so that one or more of those commits will not be mergedMy strategy so far is to do the following in mastergit merge nocommit releasebranch Resolve conflicts and apply reverse patch of the commits that I dont want includedgit commit  Edit commit message so that it lists the commits that have been reversepatchedIs there a better way to do this,Is it possible to exclude specific commits when doing a git merge,4883
my application needs multiple jars to work. Since it is a desktop application i can not hold the user responsible of installing. So in my build script i unzip the jars content in to my build directory delete manifest files  compile my software and jar it again. Everything works as it should my question is are there any long term side effects to this process,Merging Multiple Jars in to a Single Jar,89904
ActionListener taskPerformer  new ActionListener     public void actionPerformedActionEvent evt         ...Perform a task...        logger.finestReading SMTP Info.    Timer timer  new Timer100  taskPerformertimer.setRepeatsfalsetimer.startAccording to the documentation this timer should fire once but it never fires.I need it to fire once.,Java Swing Timer,89904
I know there are many settings for a language for a table and a database.I already created the database.  I believe when I created it  it was defaultLATIN.  I want to change everythingI mean...both the table and the database  to UTF8.  How can I do that thanks.,How do I change a MySQL table to UTF8,179736
First  I create my database.create database mydbI add south to installed Apps.  Then  I go to this tutorial  httpsouth.aeracode.orgdocstutorialpart1.htmlThe tutorial tells me to do this py manage.py  schemamigration wall initialgtgtgt Created 0001_initial.py. You can now apply this migration with .manage.py migrate wallGreat  now I migrate. py manage.py migrate wallBut it gives me this error...django.db.utils.DatabaseError 1146  Table fable.south_migrationhistory doesnt existSo I use Google which never works. hence my 870 questions asked on Stackoverflow  and I get this page httpgroups.google.comgroupsouthusersbrowse_threadthreadd4c83f821dd2ca1cAlright  so I follow that instructionsgtgt Drop database mydbgtgt Create database mydb rm rf .wallmigrations py manage.py syncdbBut when I run syncdb  Django creates a bunch of tables. Yes  it creates the south_migrationhistory table  but it also creates my apps tables.Synced gt django.contrib.admin gt django.contrib.auth gt django.contrib.contenttypes gt django.contrib.sessions gt django.contrib.sites gt django.contrib.messages gt south gt fable.notification gt pagination gt timezones gt fable.wall gt mediasync gt staticfiles gt debug_toolbarNot synced use migrations  use .manage.py migrate to migrate theseCool....now it tells me to migrate these.  So  I do this py manage.py  migrate wallThe app wall does not appear to use migrations.Alright  so fine. Ill add wall to initial migrations. py manage.py schemamigration wall initialThen I migrate py manage.py migrate wallYou know what It gives me this BS_mysql_exceptions.OperationalError 1050  Table wall_content already existsSorry  this is really pissing me off. Can someone help  thanks.How do I get South to work and sync correctly with everything The only thing I can think of is remove my app from INSTALLED_APPS  then run syncdb  then add it back on.That is SO SILLY.,Why dont my south migrations work,179736
How can i iterate bits in a byte array,Java Iterate Bits in Byte Array,89904
var Gallery  Backbone.Controller.extend    _index null     _photos null     _album null     _subalbumsnull     _subphotosnull     _datanull     _photosviewnull     _currentsubnull     routes          index         subalbumid subindex         subalbumid  directphoto         subalbumidnum  hashphoto         initialize functionoptions         var ws  this        if this._index  null            .ajax                url dataalbum1.json                 dataType json                 data                  success functiondata                     ws._data  data                    ws._photos                     new PhotoCollectiondata                    ws._index                     new IndexViewmodel ws._photos                    Backbone.history.loadUrl                                        return this                return this         Handle rendering the initial view for the    application    index function         this._index.render     Im reading a tutorial on backbone.js here httpaddyosmani.comblogbuildingspasjquerysbestfriendsWhat are the underscores _index  _photos  _album  Why use them,In Javascript  what does this underscore mean,179736
I did updatedb.I did locate my.cnfBut I cannot find it Nothing.I installed MYSQL using aptitude install mysqlserver  and mysql does work right now.,why cant I find my.cnf,179736
How do you rename a table in SQLite 3.0,How do you rename a table in SQLite 3.0,4883
I install a lot of the same packages in different virtualenv environments. Is there a way that I can download a package once and then have pip install from a local cache This would reduce download bandwidth and time.,How do I install from a local cache with pip,95592
Im new to Android  and I really need to do it this way Ive considered doing it in another Activity  but can anyone show me a simple code just the onCreate method that can do Listview without ListActivity THanks,How can I implement a ListView without ListActivity use only Activity,179736
Velocity or FreeMarkerThey look pretty much the same  even the syntaxWhat to use Or when to use what,Velocity vs. FreeMarker,63051
I downloaded a webpage in my python script.In most cases  this works fine.However  this one had a response header GZIP encoding  and when I tried to print the source code of this web page  it had all symbols in my putty.How do decode this to regular text,In Python  how do I decode GZIP encoding,179736
Whats the easiest way to determine which version of Flask is installed,Determining what version of Flask is installed,95592
Due to external weird constraints I cannot modify the .gitignore of my repository. Is there a way to ignore files and directories other than modifying a .gitignore Even if it is a global solution like a global configuration that will be applied to all my repositories.,How do you make Git ignore files without using .gitignore,6068
How can I have lowercase  plus underscore if possible  routes in ASP.NET MVC So that I would have dinnersdetails2 call DinnersController.Details2 and  if possible  dinnersmore_details2 call DinnersController.MoreDetails2All this while still using patterns like controlleractionid.,How can I have lowercase routes in ASP.NET MVC,6068
